Source,Target,Type,Id,Label,Weight
166,5278,Directed,1635,,1
1773,5277,Directed,14730,,1
5035,5272,Directed,32558,,1
581,5267,Directed,6043,,1
5266,994,Directed,33072,,1
5263,863,Directed,33064,,1
4890,5263,Directed,31985,,1
4375,5263,Directed,30453,,1
2960,5263,Directed,28494,,1
3649,5263,Directed,27224,,1
2038,5263,Directed,17564,,1
1773,5263,Directed,15260,,1
4997,5262,Directed,32478,,1
2680,5262,Directed,28672,,1
1196,5262,Directed,10925,,1
3707,5262,Directed,10903,,1
3651,5260,Directed,27240,,1
2759,5259,Directed,22659,,1
1601,5257,Directed,13744,,1
1376,5251,Directed,11909,,1
4381,5250,Directed,30476,,1
138,5248,Directed,1337,,1
4709,5247,Directed,31530,,1
149,5247,Directed,1478,,1
2513,5246,Directed,20771,,1
3899,5245,Directed,28384,,1
1864,5245,Directed,16025,,1
2740,5238,Directed,22575,,1
2722,5238,Directed,22234,,1
2466,5238,Directed,20387,,1
1773,5237,Directed,14853,,1
12,5237,Directed,59,,1
1963,5234,Directed,32707,,1
4486,5234,Directed,30841,,1
4406,5234,Directed,30574,,1
3585,5234,Directed,26967,,1
2845,5234,Directed,22911,,1
2779,5234,Directed,22761,,1
2740,5234,Directed,22572,,1
2731,5234,Directed,22270,,1
2376,5234,Directed,19574,,1
1809,5234,Directed,15673,,1
1773,5234,Directed,15240,,1
1142,5234,Directed,10444,,1
914,5234,Directed,8629,,1
578,5234,Directed,5788,,1
485,5234,Directed,5033,,1
373,5234,Directed,4065,,1
166,5234,Directed,1940,,1
1741,5223,Directed,27291,,1
1924,5221,Directed,16672,,1
2201,5220,Directed,8263,,1
3762,5217,Directed,23387,,1
1969,5217,Directed,16945,,1
1896,5217,Directed,16383,,1
1773,5217,Directed,15232,,1
2525,5216,Directed,20818,,1
5006,5213,Directed,32497,,1
258,5213,Directed,2890,,1
5106,5211,Directed,32715,,1
2849,5210,Directed,23247,,1
2692,5210,Directed,22037,,1
4591,5207,Directed,31109,,1
2740,5207,Directed,22559,,1
641,5207,Directed,6474,,1
396,5207,Directed,4214,,1
1773,5206,Directed,15225,,1
4272,5205,Directed,30061,,1
4127,5205,Directed,29335,,1
3960,5205,Directed,28683,,1
2943,5205,Directed,23886,,1
2588,5205,Directed,21241,,1
1723,5205,Directed,14495,,1
142,5205,Directed,1386,,1
5200,3065,Directed,24518,,1
5200,4071,Directed,24517,,1
5200,4406,Directed,24516,,1
4755,5199,Directed,31654,,1
1294,5197,Directed,11469,,1
2141,5195,Directed,18183,,1
1528,5195,Directed,13116,,1
2825,5192,Directed,23126,,1
2481,5192,Directed,20545,,1
758,5192,Directed,7390,,1
697,5192,Directed,6890,,1
485,5192,Directed,5043,,1
166,5192,Directed,1910,,1
1363,5188,Directed,11868,,1
1106,5185,Directed,10188,,1
5162,5184,Directed,32867,,1
3663,5184,Directed,27281,,1
2857,5184,Directed,23275,,1
2825,5184,Directed,23095,,1
2481,5184,Directed,20540,,1
582,5184,Directed,6066,,1
485,5184,Directed,5004,,1
166,5184,Directed,1909,,1
4948,5179,Directed,32140,,1
3793,5179,Directed,27986,,1
1876,5179,Directed,16163,,1
1723,5179,Directed,14481,,1
1604,5179,Directed,13780,,1
5178,3756,Directed,23592,,1
5178,4482,Directed,23590,,1
4276,5172,Directed,30084,,1
1523,5172,Directed,13057,,1
3867,5169,Directed,23983,,1
3007,5168,Directed,24288,,1
2845,5168,Directed,22879,,1
1773,5168,Directed,15205,,1
1715,5168,Directed,14427,,1
4076,5163,Directed,29113,,1
24,5163,Directed,274,,1
4717,5162,Directed,31569,,1
4550,5162,Directed,30980,,1
3663,5162,Directed,27282,,1
2825,5162,Directed,23116,,1
2481,5162,Directed,20525,,1
2253,5162,Directed,18871,,1
2234,5162,Directed,18788,,1
1773,5162,Directed,15201,,1
650,5162,Directed,6541,,1
485,5162,Directed,5068,,1
166,5162,Directed,1885,,1
2475,5161,Directed,20438,,1
220,5161,Directed,2632,,1
4133,5156,Directed,29365,,1
4406,5154,Directed,30559,,1
2740,5154,Directed,22526,,1
1883,5154,Directed,16332,,1
1773,5154,Directed,15195,,1
733,5154,Directed,7175,,1
1177,5153,Directed,34826,,1
1812,5153,Directed,15698,,1
3732,5151,Directed,11860,,1
4406,5149,Directed,30556,,1
2201,5149,Directed,8253,,1
581,5149,Directed,5914,,1
166,5149,Directed,1873,,1
5148,3210,Directed,35261,,1
4195,5148,Directed,29664,,1
4153,5148,Directed,29480,,1
1773,5148,Directed,15075,,1
3847,5146,Directed,28233,,1
4552,5146,Directed,24622,,1
1977,5146,Directed,16995,,1
1010,5146,Directed,9421,,1
356,5146,Directed,3703,,1
19,5146,Directed,136,,1
4218,5140,Directed,15844,,1
1141,5140,Directed,10436,,1
2142,5124,Directed,18184,,1
5122,3691,Directed,20928,,1
5122,3616,Directed,20922,,1
5122,3169,Directed,20919,,1
2466,5122,Directed,20367,,1
4436,5122,Directed,18608,,1
2086,5122,Directed,17846,,1
1980,5122,Directed,17026,,1
1382,5122,Directed,11957,,1
1126,5122,Directed,10375,,1
581,5122,Directed,5880,,1
385,5122,Directed,4151,,1
3377,5117,Directed,25926,,1
2466,5117,Directed,20363,,1
1924,5117,Directed,16677,,1
1607,5117,Directed,13799,,1
1588,5117,Directed,13487,,1
581,5117,Directed,5875,,1
166,5117,Directed,1905,,1
5113,3320,Directed,24990,,1
2997,5113,Directed,24177,,1
1924,5113,Directed,16620,,1
581,5113,Directed,5939,,1
5112,1941,Directed,32725,,1
4843,5112,Directed,31861,,1
3022,5112,Directed,24343,,1
2781,5112,Directed,22803,,1
237,5112,Directed,2738,,1
1442,5111,Directed,12459,,1
4404,5109,Directed,30520,,1
3691,5109,Directed,27386,,1
3598,5109,Directed,27014,,1
1883,5109,Directed,16258,,1
3172,5106,Directed,25001,,1
2466,5106,Directed,20354,,1
1773,5106,Directed,15162,,1
2281,5105,Directed,19077,,1
4695,5101,Directed,31449,,1
4479,5101,Directed,30792,,1
4174,5101,Directed,29551,,1
4032,5101,Directed,28979,,1
2165,5101,Directed,28320,,1
3743,5101,Directed,27725,,1
2857,5101,Directed,23274,,1
1464,5101,Directed,12593,,1
935,5101,Directed,8842,,1
664,5101,Directed,6595,,1
5098,2304,Directed,32694,,1
3194,5098,Directed,25077,,1
2687,5098,Directed,22016,,1
24,5093,Directed,253,,1
1924,5087,Directed,16539,,1
4406,5082,Directed,30564,,1
2026,5081,Directed,17409,,1
4133,5073,Directed,29364,,1
1924,5073,Directed,16613,,1
581,5073,Directed,5834,,1
24,5073,Directed,232,,1
186,5072,Directed,2235,,1
2779,5071,Directed,22728,,1
236,5071,Directed,2693,,1
5068,4281,Directed,32633,,1
3347,5068,Directed,25849,,1
1773,5068,Directed,15147,,1
2466,5066,Directed,20323,,1
2201,5066,Directed,8291,,1
4374,5064,Directed,30420,,1
2481,5064,Directed,20470,,1
1883,5064,Directed,16300,,1
166,5064,Directed,1801,,1
2481,5062,Directed,20467,,1
567,5062,Directed,5705,,1
2767,5061,Directed,22676,,1
2632,5061,Directed,21427,,1
5059,2573,Directed,16857,,1
4191,5051,Directed,29630,,1
1773,5051,Directed,15138,,1
1229,5051,Directed,11092,,1
1010,5051,Directed,9396,,1
4330,5047,Directed,30298,,1
1924,5047,Directed,16659,,1
80,5047,Directed,758,,1
3177,5041,Directed,25012,,1
4973,5041,Directed,14346,,1
1773,5039,Directed,15128,,1
5038,4952,Directed,32569,,1
3679,5038,Directed,27324,,1
2683,5038,Directed,22002,,1
2523,5038,Directed,20808,,1
2394,5038,Directed,19714,,1
2161,5038,Directed,18262,,1
2081,5038,Directed,17808,,1
2014,5038,Directed,17293,,1
1298,5038,Directed,11489,,1
1175,5038,Directed,10849,,1
811,5038,Directed,7889,,1
554,5038,Directed,5596,,1
4111,5033,Directed,29254,,1
1924,5033,Directed,16565,,1
1773,5033,Directed,15245,,1
1527,5033,Directed,13101,,1
2074,5033,Directed,12888,,1
1076,5033,Directed,9773,,1
1773,5031,Directed,15120,,1
4133,5027,Directed,29367,,1
3115,5027,Directed,24832,,1
1716,5027,Directed,14429,,1
1175,5027,Directed,10844,,1
3634,5023,Directed,23683,,1
1980,5023,Directed,17023,,1
166,5016,Directed,1808,,1
1883,5015,Directed,16296,,1
1442,5015,Directed,12460,,1
581,5015,Directed,5831,,1
249,5015,Directed,2827,,1
5013,2326,Directed,16768,,1
1773,5013,Directed,15114,,1
5012,1727,Directed,32518,,1
3149,5006,Directed,32494,,1
5001,5006,Directed,32482,,1
2945,5006,Directed,23895,,1
1977,5006,Directed,16997,,1
1186,5006,Directed,10895,,1
300,5006,Directed,3164,,1
1163,5003,Directed,10640,,1
4931,5002,Directed,32088,,1
4874,5002,Directed,31955,,1
4174,5002,Directed,29553,,1
4032,5002,Directed,28960,,1
2921,5002,Directed,23708,,1
2825,5002,Directed,23122,,1
2744,5002,Directed,22607,,1
2731,5002,Directed,22272,,1
2503,5002,Directed,20690,,1
2481,5002,Directed,20560,,1
1147,5002,Directed,10526,,1
650,5002,Directed,6524,,1
527,5002,Directed,5446,,1
485,5002,Directed,5035,,1
449,5002,Directed,4721,,1
261,5002,Directed,2911,,1
166,5002,Directed,1751,,1
4076,5001,Directed,29115,,1
2201,4998,Directed,8251,,1
2781,4996,Directed,22797,,1
1382,4996,Directed,11954,,1
3620,4995,Directed,27084,,1
3837,4993,Directed,28151,,1
3788,4993,Directed,27973,,1
4101,4989,Directed,29239,,1
4977,4556,Directed,34499,,1
4948,4977,Directed,32142,,1
4872,4977,Directed,31951,,1
4076,4977,Directed,29131,,1
2321,4977,Directed,19256,,1
2310,4977,Directed,19183,,1
73,4977,Directed,695,,1
4973,3436,Directed,14350,,1
4973,311,Directed,14348,,1
4973,4070,Directed,14334,,1
627,4973,Directed,6382,,1
484,4973,Directed,4978,,1
3320,4968,Directed,25757,,1
4967,2874,Directed,14140,,1
626,4967,Directed,6381,,1
19,4967,Directed,133,,1
987,4964,Directed,9202,,1
4963,2688,Directed,32400,,1
3996,4963,Directed,29557,,1
3867,4963,Directed,23965,,1
2781,4963,Directed,22836,,1
1714,4963,Directed,21299,,1
1580,4963,Directed,13448,,1
85,4963,Directed,790,,1
4205,4959,Directed,29822,,1
1980,4959,Directed,17025,,1
466,4959,Directed,4890,,1
926,4957,Directed,1532,,1
1773,4954,Directed,15078,,1
1142,4954,Directed,10454,,1
3967,4952,Directed,28718,,1
2997,4952,Directed,24239,,1
2161,4952,Directed,18263,,1
2014,4952,Directed,17288,,1
1604,4952,Directed,13774,,1
927,4952,Directed,8725,,1
463,4952,Directed,4840,,1
4931,4950,Directed,32085,,1
4874,4950,Directed,31953,,1
4843,4950,Directed,31855,,1
4695,4950,Directed,31447,,1
4479,4950,Directed,30787,,1
1349,4950,Directed,27647,,1
2731,4950,Directed,22268,,1
2503,4950,Directed,20688,,1
2254,4950,Directed,18876,,1
2054,4950,Directed,17638,,1
1004,4950,Directed,9368,,1
650,4950,Directed,6518,,1
449,4950,Directed,4717,,1
261,4950,Directed,2908,,1
166,4950,Directed,1934,,1
113,4950,Directed,1102,,1
3,4947,Directed,21,,1
4208,4942,Directed,29825,,1
2944,4939,Directed,23894,,1
2481,4939,Directed,20529,,1
4572,4936,Directed,31064,,1
839,4934,Directed,25054,,1
4931,4290,Directed,32086,,1
4479,4931,Directed,30788,,1
4032,4931,Directed,28961,,1
1349,4931,Directed,27649,,1
2481,4931,Directed,20521,,1
2254,4931,Directed,18885,,1
1004,4931,Directed,9372,,1
261,4931,Directed,2942,,1
166,4931,Directed,1700,,1
102,4931,Directed,1058,,1
4158,4930,Directed,29494,,1
2963,4930,Directed,24044,,1
1943,4930,Directed,16786,,1
1214,4930,Directed,4663,,1
200,4930,Directed,2346,,1
4929,2688,Directed,32079,,1
4227,4929,Directed,29862,,1
3699,4929,Directed,27426,,1
1375,4929,Directed,11897,,1
444,4927,Directed,4646,,1
1773,4926,Directed,15058,,1
2455,4924,Directed,20267,,1
4087,4923,Directed,29188,,1
3756,4923,Directed,27799,,1
1924,4923,Directed,16722,,1
2065,4920,Directed,17735,,1
1812,4920,Directed,15745,,1
2425,4917,Directed,19867,,1
4837,4913,Directed,31844,,1
4374,4913,Directed,30432,,1
1850,4913,Directed,30364,,1
4330,4913,Directed,30285,,1
4032,4913,Directed,28967,,1
3547,4913,Directed,26808,,1
2978,4913,Directed,24089,,1
2845,4913,Directed,22924,,1
2466,4913,Directed,20392,,1
1924,4913,Directed,16585,,1
1766,4913,Directed,14699,,1
1184,4913,Directed,10884,,1
1175,4913,Directed,10837,,1
486,4913,Directed,5076,,1
210,4913,Directed,2437,,1
166,4913,Directed,1683,,1
1773,4912,Directed,15045,,1
4173,4910,Directed,29538,,1
3867,4910,Directed,23980,,1
1773,4910,Directed,15043,,1
952,4910,Directed,9022,,1
475,4910,Directed,4929,,1
1883,4906,Directed,16302,,1
581,4906,Directed,5818,,1
175,4904,Directed,2007,,1
2201,4896,Directed,8300,,1
4894,1316,Directed,31991,,1
926,4894,Directed,1536,,1
3360,4893,Directed,25876,,1
2223,4893,Directed,18744,,1
1773,4893,Directed,15036,,1
1495,4891,Directed,17771,,1
4890,2107,Directed,31983,,1
2779,4890,Directed,22718,,1
4202,4884,Directed,29815,,1
3784,4884,Directed,27962,,1
3377,4884,Directed,25936,,1
1924,4884,Directed,16554,,1
1148,4884,Directed,10534,,1
1593,4881,Directed,13535,,1
859,4879,Directed,8168,,1
4863,4876,Directed,31910,,1
4080,4876,Directed,29151,,1
2779,4876,Directed,22758,,1
1924,4876,Directed,16580,,1
1773,4876,Directed,15031,,1
1442,4876,Directed,12483,,1
581,4876,Directed,5867,,1
166,4876,Directed,1667,,1
24,4876,Directed,271,,1
4874,1781,Directed,31956,,1
4479,4874,Directed,30802,,1
4032,4874,Directed,28964,,1
2503,4874,Directed,20712,,1
650,4874,Directed,6537,,1
527,4874,Directed,5453,,1
449,4874,Directed,4731,,1
338,4874,Directed,3543,,1
261,4874,Directed,2944,,1
166,4874,Directed,1666,,1
113,4874,Directed,1120,,1
4076,4872,Directed,29110,,1
73,4872,Directed,703,,1
4798,4871,Directed,31754,,1
3756,4871,Directed,27803,,1
2825,4871,Directed,23109,,1
2845,4871,Directed,22900,,1
4864,4337,Directed,24869,,1
2348,4864,Directed,19407,,1
4568,4863,Directed,31036,,1
4470,4863,Directed,30773,,1
4383,4863,Directed,30480,,1
4119,4863,Directed,29289,,1
3925,4863,Directed,28563,,1
2354,4863,Directed,28469,,1
3466,4863,Directed,26506,,1
4718,4863,Directed,24733,,1
2956,4863,Directed,24005,,1
2740,4863,Directed,22502,,1
2727,4863,Directed,22258,,1
2466,4863,Directed,20345,,1
2117,4863,Directed,18045,,1
1924,4863,Directed,16536,,1
4410,4863,Directed,16023,,1
1604,4863,Directed,13778,,1
1002,4863,Directed,9344,,1
965,4863,Directed,9078,,1
952,4863,Directed,9011,,1
698,4863,Directed,6904,,1
581,4863,Directed,5854,,1
475,4863,Directed,4933,,1
3936,4860,Directed,28611,,1
3022,4860,Directed,24339,,1
858,4860,Directed,8130,,1
178,4860,Directed,2098,,1
4826,4856,Directed,31828,,1
2201,4855,Directed,8288,,1
3847,4850,Directed,28246,,1
2997,4847,Directed,24202,,1
4843,2874,Directed,31862,,1
4843,1941,Directed,31860,,1
4843,1938,Directed,31858,,1
4381,4843,Directed,30472,,1
3470,4843,Directed,26523,,1
3038,4843,Directed,24439,,1
3022,4843,Directed,24344,,1
2308,4843,Directed,19178,,1
1601,4843,Directed,13739,,1
377,4843,Directed,4101,,1
4191,4839,Directed,29636,,1
3797,4839,Directed,27997,,1
1773,4839,Directed,15008,,1
2779,4827,Directed,22721,,1
4076,4826,Directed,29097,,1
2111,4826,Directed,18020,,1
1773,4826,Directed,15000,,1
1448,4826,Directed,12502,,1
1773,4821,Directed,15268,,1
4076,4811,Directed,29130,,1
2781,4811,Directed,22833,,1
581,4810,Directed,5966,,1
1773,4807,Directed,14984,,1
1528,4806,Directed,13126,,1
1727,4802,Directed,34912,,1
2321,4801,Directed,19245,,1
4800,3148,Directed,24813,,1
4800,4307,Directed,24810,,1
485,4800,Directed,5037,,1
4324,4798,Directed,30237,,1
4255,4798,Directed,30016,,1
3863,4798,Directed,28298,,1
2963,4798,Directed,24055,,1
2065,4798,Directed,17733,,1
74,4798,Directed,712,,1
300,4795,Directed,3151,,1
2794,4793,Directed,22946,,1
1924,4793,Directed,16568,,1
1842,4793,Directed,15881,,1
1773,4793,Directed,15038,,1
1442,4793,Directed,12443,,1
581,4793,Directed,5883,,1
2146,4792,Directed,18202,,1
1773,4792,Directed,14974,,1
4572,4791,Directed,31063,,1
1137,4791,Directed,27421,,1
972,4791,Directed,27045,,1
2813,4791,Directed,23030,,1
1645,4791,Directed,14046,,1
279,4791,Directed,3041,,1
2654,4789,Directed,21576,,1
2310,4789,Directed,19190,,1
73,4789,Directed,697,,1
1773,4786,Directed,14969,,1
2131,4778,Directed,18151,,1
4770,3321,Directed,31690,,1
1288,4769,Directed,11443,,1
4377,4768,Directed,30462,,1
2466,4768,Directed,20346,,1
1240,4767,Directed,11853,,1
4764,673,Directed,31675,,1
4375,4764,Directed,30452,,1
2779,4764,Directed,22736,,1
166,4764,Directed,1721,,1
3490,4760,Directed,26599,,1
4308,4760,Directed,20616,,1
2485,4760,Directed,20609,,1
1033,4760,Directed,9516,,1
2330,4758,Directed,19326,,1
1924,4758,Directed,16708,,1
1773,4758,Directed,14944,,1
4406,4757,Directed,30588,,1
3986,4757,Directed,28766,,1
861,4757,Directed,8175,,1
525,4757,Directed,5418,,1
4756,2282,Directed,31663,,1
3268,4756,Directed,25399,,1
2825,4756,Directed,23098,,1
2481,4756,Directed,20580,,1
527,4756,Directed,5448,,1
485,4756,Directed,5012,,1
166,4756,Directed,1786,,1
3896,4755,Directed,28375,,1
1679,4755,Directed,25490,,1
3219,4755,Directed,25153,,1
2297,4755,Directed,19129,,1
2277,4755,Directed,19058,,1
1093,4755,Directed,9910,,1
878,4755,Directed,8416,,1
3577,4754,Directed,26929,,1
2654,4754,Directed,21579,,1
2997,4749,Directed,24188,,1
3699,4746,Directed,27428,,1
1593,4746,Directed,13531,,1
4744,1781,Directed,31628,,1
4479,4744,Directed,30803,,1
4176,4744,Directed,29568,,1
2921,4744,Directed,23710,,1
2731,4744,Directed,22279,,1
2503,4744,Directed,20713,,1
2481,4744,Directed,20537,,1
2254,4744,Directed,18890,,1
2054,4744,Directed,17647,,1
1773,4744,Directed,14937,,1
338,4744,Directed,3547,,1
261,4744,Directed,2949,,1
113,4744,Directed,1115,,1
4741,593,Directed,3130,,1
4741,485,Directed,3125,,1
80,4741,Directed,749,,1
4725,1509,Directed,31589,,1
365,4725,Directed,3801,,1
1441,4724,Directed,12436,,1
3180,4721,Directed,25017,,1
178,4720,Directed,2086,,1
4591,4719,Directed,31110,,1
4718,3925,Directed,24732,,1
4718,3577,Directed,24727,,1
3867,4718,Directed,23962,,1
2941,4718,Directed,23875,,1
2026,4718,Directed,17430,,1
4218,4718,Directed,15845,,1
874,4718,Directed,8224,,1
253,4718,Directed,2861,,1
2938,4717,Directed,23869,,1
2503,4717,Directed,20711,,1
4585,4717,Directed,16366,,1
650,4717,Directed,6532,,1
166,4717,Directed,1879,,1
113,4717,Directed,1117,,1
1007,4712,Directed,9375,,1
4422,4709,Directed,30627,,1
4406,4709,Directed,30580,,1
4098,4709,Directed,29225,,1
4043,4709,Directed,29002,,1
4032,4709,Directed,28974,,1
3935,4709,Directed,28601,,1
3621,4709,Directed,27087,,1
3566,4709,Directed,26858,,1
3480,4709,Directed,26546,,1
2740,4709,Directed,22550,,1
2661,4709,Directed,21618,,1
2203,4709,Directed,18591,,1
2148,4709,Directed,18211,,1
2117,4709,Directed,18046,,1
2019,4709,Directed,17335,,1
1822,4709,Directed,15789,,1
4030,4709,Directed,15530,,1
1132,4709,Directed,10398,,1
1089,4709,Directed,9895,,1
981,4709,Directed,9160,,1
922,4709,Directed,8703,,1
779,4709,Directed,7471,,1
539,4709,Directed,5521,,1
466,4709,Directed,4874,,1
457,4709,Directed,4783,,1
275,4709,Directed,3014,,1
3684,4704,Directed,27341,,1
2376,4704,Directed,19576,,1
4170,4698,Directed,29521,,1
3863,4698,Directed,28297,,1
3651,4698,Directed,27237,,1
1883,4698,Directed,16313,,1
652,4698,Directed,6549,,1
204,4697,Directed,2399,,1
4695,1781,Directed,31454,,1
4695,4536,Directed,31451,,1
4479,4695,Directed,30796,,1
1834,4695,Directed,30761,,1
4375,4695,Directed,30456,,1
4176,4695,Directed,29571,,1
3743,4695,Directed,27733,,1
3663,4695,Directed,27285,,1
3585,4695,Directed,26975,,1
2825,4695,Directed,23129,,1
2744,4695,Directed,22617,,1
2503,4695,Directed,20697,,1
2481,4695,Directed,20505,,1
2254,4695,Directed,18891,,1
738,4695,Directed,7246,,1
582,4695,Directed,6069,,1
527,4695,Directed,5461,,1
261,4695,Directed,2926,,1
166,4695,Directed,1862,,1
113,4695,Directed,1124,,1
2650,4693,Directed,21546,,1
458,4693,Directed,4806,,1
1773,4691,Directed,14898,,1
124,4691,Directed,1199,,1
4406,4682,Directed,30549,,1
4365,4682,Directed,30387,,1
3209,4682,Directed,25117,,1
2434,4680,Directed,19907,,1
987,4680,Directed,9205,,1
3268,4676,Directed,25403,,1
581,4676,Directed,5878,,1
1924,4675,Directed,16561,,1
1921,4674,Directed,16487,,1
4347,4671,Directed,30344,,1
3608,4671,Directed,27028,,1
3500,4671,Directed,26662,,1
4019,4671,Directed,24444,,1
2825,4671,Directed,23112,,1
1601,4671,Directed,13728,,1
2555,4669,Directed,21033,,1
1883,4669,Directed,16312,,1
1773,4667,Directed,14880,,1
863,4665,Directed,33541,,1
4591,4665,Directed,31105,,1
3855,4665,Directed,28270,,1
972,4665,Directed,27044,,1
3424,4665,Directed,26298,,1
3068,4665,Directed,24571,,1
2398,4665,Directed,19726,,1
4337,4664,Directed,30326,,1
71,4663,Directed,26666,,1
1924,4658,Directed,16549,,1
4655,4057,Directed,24711,,1
581,4648,Directed,6016,,1
2284,4642,Directed,19087,,1
1924,4641,Directed,16619,,1
987,4641,Directed,9204,,1
3436,4640,Directed,26357,,1
1980,4640,Directed,17030,,1
1924,4640,Directed,16540,,1
587,4640,Directed,6107,,1
166,4640,Directed,1659,,1
4568,4635,Directed,31031,,1
4568,4632,Directed,31030,,1
4337,4632,Directed,30328,,1
3970,4632,Directed,28737,,1
3392,4632,Directed,25971,,1
737,4632,Directed,7231,,1
1442,4629,Directed,12451,,1
2201,4629,Directed,8294,,1
1924,4622,Directed,16694,,1
3841,4618,Directed,28186,,1
1924,4618,Directed,16503,,1
1773,4615,Directed,14857,,1
166,4615,Directed,1794,,1
396,4610,Directed,4199,,1
1034,4598,Directed,9517,,1
4187,4597,Directed,29615,,1
4076,4597,Directed,29111,,1
3999,4597,Directed,28841,,1
3320,4597,Directed,25770,,1
1980,4597,Directed,17033,,1
1464,4597,Directed,12588,,1
1382,4597,Directed,11946,,1
458,4597,Directed,4796,,1
149,4597,Directed,1481,,1
24,4597,Directed,323,,1
1773,4593,Directed,14848,,1
1686,4593,Directed,14202,,1
3533,4591,Directed,26781,,1
3020,4591,Directed,24325,,1
2978,4591,Directed,24088,,1
2369,4591,Directed,19518,,1
2138,4591,Directed,18175,,1
1515,4591,Directed,13032,,1
1369,4591,Directed,11880,,1
581,4591,Directed,5916,,1
3470,4589,Directed,26525,,1
1773,4589,Directed,14846,,1
1229,4589,Directed,11121,,1
4585,2731,Directed,16364,,1
4585,1996,Directed,16360,,1
1148,4585,Directed,10530,,1
166,4585,Directed,1756,,1
113,4585,Directed,1111,,1
4187,4584,Directed,29616,,1
3320,4584,Directed,25749,,1
2956,4584,Directed,24004,,1
3768,4581,Directed,27911,,1
972,4572,Directed,27039,,1
2813,4572,Directed,23029,,1
4374,4568,Directed,30437,,1
4347,4568,Directed,30350,,1
2913,4568,Directed,28833,,1
3784,4568,Directed,27953,,1
3730,4568,Directed,27645,,1
3569,4568,Directed,26888,,1
3111,4568,Directed,24827,,1
4552,4568,Directed,24618,,1
2943,4568,Directed,23883,,1
2869,4568,Directed,23326,,1
2747,4568,Directed,22625,,1
2179,4568,Directed,18440,,1
1732,4568,Directed,14528,,1
1010,4568,Directed,9405,,1
919,4568,Directed,8676,,1
901,4568,Directed,8575,,1
185,4568,Directed,2223,,1
4087,4561,Directed,29173,,1
3424,4561,Directed,26302,,1
2944,4561,Directed,23890,,1
2779,4561,Directed,22722,,1
1773,4561,Directed,14832,,1
166,4561,Directed,1677,,1
4278,4559,Directed,30088,,1
166,4558,Directed,1848,,1
4011,4556,Directed,28903,,1
859,4556,Directed,8137,,1
258,4556,Directed,2880,,1
73,4556,Directed,688,,1
1442,4552,Directed,12465,,1
2825,4550,Directed,23141,,1
485,4550,Directed,5064,,1
4202,4543,Directed,29812,,1
3377,4543,Directed,25932,,1
2382,4543,Directed,19656,,1
980,4543,Directed,9143,,1
2495,4541,Directed,20665,,1
2746,4536,Directed,22623,,1
2723,4536,Directed,22242,,1
3879,4536,Directed,18292,,1
1464,4536,Directed,12592,,1
987,4536,Directed,9206,,1
1773,4530,Directed,14809,,1
511,4530,Directed,5375,,1
3592,4528,Directed,26991,,1
2054,4527,Directed,17637,,1
261,4527,Directed,2914,,1
1883,4525,Directed,16253,,1
3772,4514,Directed,27919,,1
2481,4514,Directed,20536,,1
4510,4191,Directed,24655,,1
1773,4510,Directed,15023,,1
485,4510,Directed,5017,,1
475,4497,Directed,4924,,1
4482,4486,Directed,30822,,1
4285,4486,Directed,30113,,1
3103,4486,Directed,24768,,1
2779,4486,Directed,22749,,1
2677,4486,Directed,21953,,1
2567,4486,Directed,21106,,1
2481,4486,Directed,20516,,1
1601,4486,Directed,13747,,1
485,4486,Directed,5061,,1
338,4486,Directed,3537,,1
166,4486,Directed,1696,,1
4482,1781,Directed,30820,,1
4482,863,Directed,30817,,1
4378,4482,Directed,30466,,1
4032,4482,Directed,28971,,1
3743,4482,Directed,27730,,1
3121,4482,Directed,24855,,1
2825,4482,Directed,23139,,1
2744,4482,Directed,22605,,1
2677,4482,Directed,21950,,1
2481,4482,Directed,20461,,1
1517,4482,Directed,18989,,1
1224,4482,Directed,11051,,1
1149,4482,Directed,10545,,1
1142,4482,Directed,10476,,1
935,4482,Directed,8838,,1
796,4482,Directed,7759,,1
664,4482,Directed,6599,,1
485,4482,Directed,5053,,1
239,4482,Directed,2758,,1
166,4482,Directed,1691,,1
20,4482,Directed,140,,1
4479,4290,Directed,30799,,1
4479,1781,Directed,30797,,1
4249,4479,Directed,29998,,1
4179,4479,Directed,29575,,1
3743,4479,Directed,27716,,1
1349,4479,Directed,27648,,1
4109,4479,Directed,26896,,1
2744,4479,Directed,22604,,1
2731,4479,Directed,22273,,1
2553,4479,Directed,21027,,1
2503,4479,Directed,20703,,1
2481,4479,Directed,20511,,1
2254,4479,Directed,18877,,1
2209,4479,Directed,18623,,1
2054,4479,Directed,17642,,1
1004,4479,Directed,9367,,1
796,4479,Directed,7763,,1
650,4479,Directed,6520,,1
527,4479,Directed,5451,,1
449,4479,Directed,4719,,1
338,4479,Directed,3535,,1
261,4479,Directed,2933,,1
113,4479,Directed,1108,,1
2481,4477,Directed,20509,,1
935,4477,Directed,8843,,1
921,4477,Directed,8699,,1
166,4477,Directed,1687,,1
4076,4474,Directed,29125,,1
2781,4474,Directed,22813,,1
1883,4471,Directed,16333,,1
2740,4470,Directed,22519,,1
1924,4470,Directed,16584,,1
1773,4470,Directed,15080,,1
581,4470,Directed,5901,,1
2779,4466,Directed,22731,,1
2201,4466,Directed,8286,,1
629,4466,Directed,6400,,1
2323,4465,Directed,19282,,1
1330,4465,Directed,11651,,1
